ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2064	"ENSMUSG00000023572.17"	"Ccndbp1"	chr2	+	120841914	120842039	120841914	120842011	120842163	120842237	2064	4,15,15	155,192,172	4,15,2	133,194,169	152	124	0.109126522827	0.5379566696911837	0.021,0.06,0.066	0.024,0.059,0.01	0.018
2065	"ENSMUSG00000042772.16"	"Smg7"	chr1	-	152724346	152724767	152724484	152724767	152721869	152722014	2065	242,233,163	148,135,109	170,219,160	100,165,89	262	124	0.790592933491	1.0	0.436,0.45,0.414	0.446,0.386,0.46	0.003
2066	"ENSMUSG00000089997.3"	"Cfap92"	chr6	-	87657046	87657253	87657132	87657253	87656808	87656965	2066	1,0,0	6,0,4	1,3,0	5,12,2	210	124	1	1.0	0.09,NA,0.0	0.106,0.129,0.0	-0.033
2067	"ENSMUSG00000037470.15"	"Uggt1"	chr1	-	36250470	36250567	36250477	36250567	36249066	36249145	2067	94,117,84	1,4,6	76,118,40	3,1,4	131	124	0.738954370404	1.0	0.989,0.965,0.93	0.96,0.991,0.904	0.01
2071	"ENSMUSG00000026000.17"	"Lancl1"	chr1	-	67077930	67077993	67077960	67077993	67077653	67077750	2071	1,0,2	2,6,18	0,5,5	1,20,0	154	124	0.0253117194669	0.23214462711071146	0.287,0.0,0.082	0.0,0.168,1.0	-0.266
2072	"ENSMUSG00000026409.15"	"Pfkfb2"	chr1	-	130642192	130642312	130642202	130642312	130635812	130635938	2072	6,12,5	77,107,65	4,2,11	67,110,45	134	124	0.657710906675	1.0	0.067,0.094,0.066	0.052,0.017,0.184	-0.009
2073	"ENSMUSG00000028651.13"	"Ppie"	chr4	-	123030593	123030691	123030664	123030691	123029388	123029470	2073	8,6,6	83,138,72	6,5,7	56,112,71	195	124	0.836555972807	1.0	0.058,0.027,0.05	0.064,0.028,0.059	-0.005
2074	"ENSMUSG00000029098.18"	"Acox3"	chr5	+	35741219	35741319	35741219	35741315	35745502	35745657	2074	35,41,27	8,15,5	15,48,22	4,12,2	128	124	0.404723364729	1.0	0.809,0.726,0.84	0.784,0.795,0.914	-0.039
2075	"ENSMUSG00000045031.19"	"Cetn4"	chr3	-	37364441	37366595	37366505	37366595	37364085	37364214	2075	19,45,16	0,2,0	15,37,19	0,2,0	2188	124	0.960026246148	1.0	1.0,0.56,1.0	1.0,0.512,1.0	0.016
2076	"ENSMUSG00000013858.15"	"Tmem259"	chr10	-	79814225	79814439	79814381	79814439	79814021	79814154	2076	378,435,301	0,0,0	234,424,338	0,2,10	280	124	0.0664345124054	0.40662988631186575	1.0,1.0,1.0	1.0,0.989,0.937	0.025
2077	"ENSMUSG00000032637.16"	"Atxn2l"	chr7	-	126091929	126092173	126091983	126092173	126091615	126091780	2077	101,99,71	55,55,48	38,75,51	37,52,47	178	124	0.0420295175472	0.3115091231649253	0.561,0.556,0.507	0.417,0.501,0.43	0.092
2078	"ENSMUSG00000032637.16"	"Atxn2l"	chr7	-	126091929	126092173	126091983	126092173	126091620	126091657	2078	99,95,68	9,9,7	36,71,44	2,15,13	178	124	0.0465741105663	0.3290413844552369	0.885,0.88,0.871	0.926,0.767,0.702	0.08
2080	"ENSMUSG00000038374.11"	"Rbm8a"	chr3	+	96537255	96537381	96537255	96537344	96537617	96537677	2080	1,5,8	412,414,255	3,4,2	261,340,262	161	124	0.886073229986	1.0	0.002,0.009,0.024	0.009,0.009,0.006	0.004
2081	"ENSMUSG00000038374.11"	"Rbm8a"	chr3	+	96537255	96537381	96537255	96537344	96537621	96537677	2081	0,2,0	0,2,0	2,0,0	0,2,0	161	124	1	1.0	NA,0.435,NA	1.0,0.0,NA	-0.065
2082	"ENSMUSG00000097709.10"	"2810429I04Rik"	chr13	+	3528242	3528390	3528242	3528352	3529521	3529574	2082	0,1,3	0,1,0	0,2,0	0,0,6	162	124	1	1.0	NA,0.434,1.0	NA,1.0,0.0	0.217
2083	"ENSMUSG00000097709.10"	"2810429I04Rik"	chr13	+	3528209	3528390	3528209	3528352	3529908	3530001	2083	0,2,4	2,8,4	0,1,6	1,6,6	162	124	0.943963222701	1.0	0.0,0.161,0.434	0.0,0.113,0.434	0.016
2085	"ENSMUSG00000097709.10"	"2810429I04Rik"	chr13	+	3544480	3544721	3544480	3544664	3547959	3548156	2085	0,4,8	0,0,1	3,3,2	0,0,1	181	124	1	1.0	NA,1.0,0.846	1.0,1.0,0.578	0.064
2086	"ENSMUSG00000070643.12"	"Sox13"	chr1	-	133312150	133312411	133312194	133312411	133310040	133311662	2086	1,3,1	5,14,9	1,2,4	12,10,8	168	124	0.637531274878	1.0	0.129,0.137,0.076	0.058,0.129,0.27	-0.038
2088	"ENSMUSG00000079020.10"	"Slc45a4"	chr15	-	73459369	73459573	73459393	73459573	73457867	73458934	2088	1,1,2	42,44,18	0,0,2	28,61,35	148	124	0.818052283842	1.0	0.02,0.019,0.085	0.0,0.0,0.046	0.026
2089	"ENSMUSG00000038241.17"	"Cep250"	chr2	+	155798477	155798582	155798477	155798577	155803791	155804074	2089	12,14,12	13,9,12	3,23,16	11,9,17	129	124	0.755141530383	1.0	0.47,0.599,0.49	0.208,0.711,0.475	0.055
2090	"ENSMUSG00000035597.20"	"Prpf39"	chr12	+	65090005	65090651	65090005	65090131	65090779	65090898	2090	412,598,394	29,46,28	273,451,259	25,23,14	644	124	0.452231073166	1.0	0.732,0.715,0.73	0.678,0.791,0.781	-0.024
2091	"ENSMUSG00000021767.20"	"Kat6b"	chr14	+	21674900	21675283	21674900	21674956	21676786	21676908	2091	161,208,164	60,58,44	132,222,136	42,81,44	451	124	0.482870442954	1.0	0.425,0.496,0.506	0.464,0.43,0.459	0.025
2092	"ENSMUSG00000021767.20"	"Kat6b"	chr14	+	21674900	21675829	21674900	21674956	21676786	21676908	2092	368,462,372	60,58,44	277,500,326	42,81,44	997	124	0.448299086982	1.0	0.433,0.498,0.513	0.451,0.434,0.48	0.026
2093	"ENSMUSG00000021767.20"	"Kat6b"	chr14	+	21674900	21675829	21674900	21675283	21676786	21676908	2093	238,274,241	31,20,33	172,310,202	27,32,12	670	124	0.748114624274	1.0	0.587,0.717,0.575	0.541,0.642,0.757	-0.02
2098	"ENSMUSG00000020486.20"	"Septin4"	chr11	+	87479543	87479911	87479543	87479678	87480000	87480102	2098	99,81,66	0,14,5	36,62,65	2,4,3	357	124	0.56469060493	1.0	1.0,0.668,0.821	0.862,0.843,0.883	-0.033
2099	"ENSMUSG00000097571.11"	"Jpx"	chrX	+	102540043	102540199	102540043	102540136	102561916	102561963	2099	32,26,17	5,0,2	8,12,8	1,1,0	187	124	0.0242087335529	0.22560977817525193	0.809,1.0,0.849	0.841,0.888,1.0	-0.024
2100	"ENSMUSG00000097571.11"	"Jpx"	chrX	+	102546465	102546798	102546465	102546536	102561916	102561963	2100	74,81,62	0,1,2	31,33,25	0,0,0	386	124	0.482939427077	1.0	1.0,0.963,0.909	1.0,1.0,1.0	-0.043
2101	"ENSMUSG00000007411.17"	"Mark3"	chr12	+	111593509	111594032	111593509	111593746	111594248	111594348	2101	641,652,527	0,0,0	404,712,454	0,0,1	410	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.993	0.002
2102	"ENSMUSG00000007411.17"	"Mark3"	chr12	+	111594623	111595549	111594623	111594736	111606370	111606474	2102	350,386,352	0,1,0	228,338,303	0,0,0	937	124	1	1.0	1.0,0.981,1.0	1.0,1.0,1.0	-0.006
2105	"ENSMUSG00000020523.15"	"Fam114a2"	chr11	-	57404899	57405114	57404920	57405114	57404461	57404561	2105	3,5,4	87,108,54	0,4,3	56,94,66	145	124	0.273302323793	0.8955753319967142	0.029,0.038,0.06	0.0,0.035,0.037	0.018
2106	"ENSMUSG00000020262.16"	"Adarb1"	chr10	-	77148181	77148360	77148211	77148360	77146939	77147108	2106	57,59,40	74,54,39	53,69,48	34,56,34	154	124	0.03741210024	0.29370531954717394	0.383,0.468,0.452	0.557,0.498,0.532	-0.095
2107	"ENSMUSG00000025762.17"	"Larp1b"	chr3	+	40916042	40916223	40916042	40916101	40916603	40916663	2107	2,0,0	16,28,24	1,2,0	15,22,23	246	124	1	1.0	0.059,0.0,0.0	0.033,0.044,0.0	-0.006
2108	"ENSMUSG00000029587.17"	"Zfp12"	chr5	+	143225708	143225905	143225708	143225835	143226074	143226170	2108	28,24,32	65,55,37	18,25,24	53,51,31	194	124	0.748832230909	1.0	0.216,0.218,0.356	0.178,0.239,0.331	0.014
2109	"ENSMUSG00000036632.10"	"Alg5"	chr3	+	54646202	54646374	54646202	54646372	54646682	54646729	2109	97,96,72	21,21,17	77,93,108	14,25,9	126	124	0.271222943401	0.8924408695734498	0.82,0.818,0.807	0.844,0.785,0.922	-0.035
2112	"ENSMUSG00000049076.13"	"Acap2"	chr16	-	30972509	30972577	30972523	30972577	30960556	30960615	2112	0,0,1	99,110,81	0,0,0	64,111,47	138	124	1	1.0	0.0,0.0,0.011	0.0,0.0,0.0	0.004
2113	"ENSMUSG00000046111.19"	"Cep295"	chr9	-	15243231	15246601	15246345	15246601	15242049	15242206	2113	1775,1904,1653	0,1,0	1090,1884,1546	1,0,0	3238	124	1	1.0	1.0,0.986,1.0	0.977,1.0,1.0	0.003
2115	"ENSMUSG00000021819.12"	"Zswim8"	chr14	+	20766019	20766151	20766019	20766130	20766289	20766469	2115	272,310,237	15,7,16	198,324,230	6,12,34	145	124	0.112183989107	0.5442716784107718	0.939,0.974,0.927	0.966,0.958,0.853	0.021
2116	"ENSMUSG00000021819.12"	"Zswim8"	chr14	+	20771238	20772121	20771238	20772097	20772210	20772387	2116	65,67,57	350,384,373	36,63,63	208,395,306	148	124	0.772098251849	1.0	0.135,0.128,0.114	0.127,0.118,0.147	-0.005
2117	"ENSMUSG00000049882.11"	"Vcpkmt"	chr12	-	69629293	69629404	69629304	69629404	69629049	69629119	2117	79,67,39	49,80,54	38,65,43	20,49,43	135	124	0.266586627224	0.8838286590725732	0.597,0.435,0.399	0.636,0.549,0.479	-0.078
2118	"ENSMUSG00000058715.12"	"Fcer1g"	chr1	-	171058490	171058600	171058564	171058600	171057635	171057656	2118	0,0,3	35,33,25	0,2,4	13,20,31	198	124	0.0983790007004	0.5148514719225846	0.0,0.0,0.07	0.0,0.059,0.075	-0.021
2119	"ENSMUSG00000054770.17"	"Kctd18"	chr1	-	58004487	58004699	58004509	58004699	58002226	58002420	2119	52,32,32	4,4,6	27,36,24	4,1,8	146	124	0.819961119784	1.0	0.917,0.872,0.819	0.851,0.968,0.718	0.024
2120	"ENSMUSG00000024613.17"	"Tcof1"	chr18	-	60954704	60954836	60954714	60954836	60952459	60952682	2120	2,8,0	113,111,71	1,2,3	54,95,57	134	124	0.622795205472	1.0	0.016,0.063,0.0	0.017,0.019,0.046	-0.001
2121	"ENSMUSG00000026349.15"	"Ccnt2"	chr1	+	127725577	127725933	127725577	127725623	127727126	127727290	2121	311,359,292	38,42,35	235,406,192	29,28,26	434	124	0.419031178653	1.0	0.7,0.709,0.704	0.698,0.806,0.678	-0.023
2122	"ENSMUSG00000038569.14"	"Rad9b"	chr5	-	122490606	122490677	122490608	122490677	122489321	122489436	2122	0,4,1	0,1,0	0,0,2	0,0,0	126	124	1	1.0	NA,0.797,1.0	NA,NA,1.0	-0.101
2123	"ENSMUSG00000038569.14"	"Rad9b"	chr5	-	122490606	122490677	122490608	122490677	122489623	122489773	2123	20,33,18	3,1,0	13,21,18	0,0,1	126	124	0.580585688695	1.0	0.868,0.97,1.0	1.0,1.0,0.947	-0.036
2124	"ENSMUSG00000028580.16"	"Pum1"	chr4	+	130493231	130493366	130493231	130493360	130496126	130496264	2124	218,258,165	174,205,153	169,227,167	111,199,115	130	124	0.349629978508	1.0	0.544,0.546,0.507	0.592,0.521,0.581	-0.032
2125	"ENSMUSG00000036617.18"	"Etl4"	chr2	+	20789854	20790311	20789854	20790278	20793238	20793422	2125	23,45,40	0,5,1	15,33,19	0,3,2	157	124	0.811130036425	1.0	1.0,0.877,0.969	1.0,0.897,0.882	0.022
2126	"ENSMUSG00000036553.17"	"Sh3tc1"	chr5	-	35871406	35871602	35871456	35871602	35868204	35868338	2126	0,1,2	0,0,1	0,2,3	0,0,0	174	124	1	1.0	NA,1.0,0.588	NA,1.0,1.0	-0.206
2127	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80300575	80300773	80300703	80300773	80281796	80281910	2127	718,794,627	14,19,22	552,787,460	14,11,22	252	124	0.943990569354	1.0	0.962,0.954,0.933	0.951,0.972,0.911	0.005
2129	"ENSMUSG00000025915.15"	"Sgk3"	chr1	+	9938607	9938913	9938607	9938691	9941854	9941927	2129	7,10,16	23,12,3	6,6,5	4,17,10	346	124	0.280898497395	0.9111592739634241	0.098,0.23,0.657	0.35,0.112,0.152	0.124
2130	"ENSMUSG00000025915.15"	"Sgk3"	chr1	+	9955891	9956367	9955891	9955978	9959094	9959250	2130	28,24,28	1,0,0	10,22,16	0,0,0	513	124	1	1.0	0.871,1.0,1.0	1.0,1.0,1.0	-0.043
2131	"ENSMUSG00000117694.2"	"Snhg4"	chr18	+	35690389	35690444	35690389	35690422	35710610	35710672	2131	17,22,11	5,3,10	22,23,13	3,1,12	146	124	0.45561237491	1.0	0.743,0.862,0.483	0.862,0.951,0.479	-0.068
2133	"ENSMUSG00000041936.19"	"Agrn"	chr4	-	156252233	156253026	156253002	156253026	156251738	156251963	2133	700,876,647	2,2,5	590,1053,740	2,12,5	893	124	0.0606825610698	0.38742956936369405	0.98,0.984,0.947	0.976,0.924,0.954	0.019
2134	"ENSMUSG00000041936.19"	"Agrn"	chr4	-	156257459	156258137	156257999	156258137	156257224	156257339	2134	1239,1634,1414	4,1,0	853,1322,755	1,2,1	664	124	1	1.0	0.983,0.997,1.0	0.994,0.992,0.993	0.0
2136	"ENSMUSG00000060950.13"	"Trmt61a"	chr12	+	111644538	111644734	111644538	111644595	111645036	111645396	2136	3,8,6	0,0,0	6,14,20	0,0,9	263	124	0.000841902679326	0.02560270358497699	1.0,1.0,1.0	1.0,1.0,0.512	0.163
2137	"ENSMUSG00000053580.17"	"Tanc2"	chr11	+	105604207	105604390	105604207	105604279	105649747	105649858	2137	184,204,109	7,11,7	126,185,137	3,15,11	235	124	0.429168038739	1.0	0.933,0.907,0.891	0.957,0.867,0.868	0.013
2138	"ENSMUSG00000024985.21"	"Tcf7l2"	chr19	+	55886740	55887081	55886740	55886865	55896854	55896987	2138	1,0,0	0,0,1	1,0,5	0,0,2	340	124	1	1.0	1.0,NA,0.0	1.0,NA,0.477	-0.238
2139	"ENSMUSG00000024985.21"	"Tcf7l2"	chr19	+	55899010	55899113	55899010	55899101	55900990	55901077	2139	30,31,31	4,4,4	19,11,30	3,0,2	136	124	0.154377699939	0.6454373011921433	0.872,0.876,0.876	0.852,1.0,0.932	-0.053
2141	"ENSMUSG00000098789.8"	"Jmjd7"	chr2	+	119861296	119861399	119861296	119861353	119862055	119862132	2141	7,7,7	4,1,2	4,11,6	1,4,14	170	124	0.1727659203	0.6913029691782548	0.561,0.836,0.719	0.745,0.667,0.238	0.155
2143	"ENSMUSG00000027953.14"	"Slc50a1"	chr3	-	89177692	89177877	89177822	89177877	89177368	89177446	2143	65,93,54	0,0,0	27,63,49	1,1,0	254	124	1	1.0	1.0,1.0,1.0	0.929,0.969,1.0	0.034
2144	"ENSMUSG00000030616.17"	"Sytl2"	chr7	+	90028709	90032390	90028709	90028781	90034250	90034352	2144	14,13,18	0,0,1	4,16,9	1,0,0	3733	124	1	1.0	1.0,1.0,0.374	0.117,1.0,1.0	0.086
2145	"ENSMUSG00000047996.17"	"Prrg1"	chrX	-	77605165	77605250	77605181	77605250	77564376	77564427	2145	0,0,1	0,0,0	0,0,0	0,0,1	140	124	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
2148	"ENSMUSG00000003549.10"	"Ercc1"	chr7	+	19089025	19089104	19089025	19089097	19089217	19089286	2148	0,5,2	105,144,90	5,6,1	65,99,83	131	124	0.0597964948137	0.38646996312478593	0.0,0.032,0.021	0.068,0.054,0.011	-0.027
2150	"ENSMUSG00000005882.19"	"Uqcc1"	chr2	-	155753660	155753756	155753665	155753756	155752284	155752384	2150	98,97,90	0,0,0	79,122,78	0,0,1	129	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.987	0.004
2152	"ENSMUSG00000010453.13"	"Kansl3"	chr1	-	36406830	36407115	36406849	36407115	36404562	36404666	2152	8,2,4	1,5,3	4,5,2	3,4,3	143	124	0.578528474473	1.0	0.874,0.258,0.536	0.536,0.52,0.366	0.082
2153	"ENSMUSG00000010453.13"	"Kansl3"	chr1	-	36406830	36407115	36406849	36407115	36404562	36404733	2153	32,25,16	63,49,43	14,28,16	33,56,39	143	124	0.846900698765	1.0	0.306,0.307,0.244	0.269,0.302,0.262	0.008
2154	"ENSMUSG00000011114.19"	"Tbrg1"	chr9	-	37563910	37564465	37564328	37564465	37562585	37562683	2154	383,420,281	0,0,0	257,423,270	1,1,0	542	124	1	1.0	1.0,1.0,1.0	0.983,0.99,1.0	0.009
2155	"ENSMUSG00000002227.16"	"Mov10"	chr3	-	104725573	104725879	104725672	104725879	104725251	104725472	2155	0,1,0	0,2,0	1,0,1	0,0,0	223	124	1	1.0	NA,0.218,NA	1.0,NA,1.0	-0.782
2156	"ENSMUSG00000061601.16"	"Pclo"	chr5	+	14724968	14732401	14724968	14730027	14762430	14764612	2156	2385,2578,1953	0,2,0	1758,2564,1416	0,0,0	2498	124	1	1.0	1.0,0.985,1.0	1.0,1.0,1.0	-0.005
2157	"ENSMUSG00000026987.17"	"Baz2b"	chr2	-	59737782	59738093	59737887	59738093	59737259	59737395	2157	115,117,104	58,53,55	40,61,44	33,66,20	229	124	0.0530895081233	0.3634492629578524	0.518,0.544,0.506	0.396,0.334,0.544	0.098
2159	"ENSMUSG00000047907.12"	"Tshz2"	chr2	+	169726812	169728506	169726812	169728379	169912187	169913736	2159	106,119,85	13,11,3	66,118,77	3,10,15	251	124	0.555340862702	1.0	0.801,0.842,0.933	0.916,0.854,0.717	0.03
2162	"ENSMUSG00000027550.15"	"Lrrcc1"	chr3	+	14604970	14605174	14604970	14605126	14610555	14610752	2162	71,103,86	8,9,2	65,103,43	1,4,8	172	124	0.632549586479	1.0	0.865,0.892,0.969	0.979,0.949,0.795	0.001
2163	"ENSMUSG00000027550.15"	"Lrrcc1"	chr3	+	14604970	14605174	14604970	14605126	14612306	14612454	2163	18,26,19	0,0,0	19,30,17	0,0,1	172	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.925	0.025
2164	"ENSMUSG00000011658.17"	"Fuz"	chr7	+	44545970	44546144	44545970	44546092	44546338	44546423	2164	8,5,6	38,44,41	2,2,2	26,30,23	176	124	0.0433728988137	0.31557350259876993	0.129,0.074,0.093	0.051,0.045,0.058	0.047
2166	"ENSMUSG00000011658.17"	"Fuz"	chr7	+	44546943	44548124	44546943	44547048	44548199	44548295	2166	174,185,192	1,3,7	81,130,85	0,0,1	1200	124	0.000165898279254	0.008408423311663263	0.947,0.864,0.739	1.0,1.0,0.898	-0.116
2167	"ENSMUSG00000011658.17"	"Fuz"	chr7	+	44548408	44548810	44548408	44548515	44549556	44550048	2167	98,71,72	0,0,0	19,55,28	0,0,1	419	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.892	0.036
2170	"ENSMUSG00000040124.6"	"Gorab"	chr1	-	163224376	163224738	163224380	163224738	163222159	163222261	2170	10,12,14	37,32,23	6,15,10	24,37,31	128	124	0.588780788857	1.0	0.207,0.266,0.371	0.195,0.282,0.238	0.043
2171	"ENSMUSG00000038671.16"	"Arfrp1"	chr2	-	181002793	181003265	181003183	181003265	181001431	181001532	2171	246,243,194	64,67,60	135,207,150	43,63,21	514	124	0.560827453315	1.0	0.481,0.467,0.438	0.431,0.442,0.633	-0.04
2172	"ENSMUSG00000038671.16"	"Arfrp1"	chr2	-	181005806	181006191	181006103	181006191	181003183	181003265	2172	394,447,371	0,2,1	201,375,272	1,0,1	421	124	1	1.0	1.0,0.985,0.991	0.983,1.0,0.988	0.002
2175	"ENSMUSG00000036452.19"	"Arhgap26"	chr18	+	39490605	39490881	39490605	39490716	39496169	39496261	2175	12,12,19	25,25,14	5,11,21	5,13,17	289	124	0.222646293239	0.79705717616787	0.171,0.171,0.368	0.3,0.266,0.346	-0.067
2176	"ENSMUSG00000067916.10"	"Zfp991"	chr4	+	147249797	147249866	147249797	147249843	147260303	147260361	2176	0,0,1	10,14,11	1,0,0	8,0,2	147	124	1	1.0	0.0,0.0,0.071	0.095,NA,0.0	-0.024
2181	"ENSMUSG00000004032.11"	"Gstm5"	chr3	+	107803613	107803852	107803613	107803689	107803941	107804006	2181	1,4,3	474,511,313	2,1,1	283,473,293	287	124	1	1.0	0.001,0.003,0.004	0.003,0.001,0.001	0.001
2183	"ENSMUSG00000093803.6"	"Ppp2r3d"	chr9	+	124201276	124201401	124201276	124201395	124201794	124201907	2183	0,1,0	142,153,94	1,1,0	77,137,97	130	124	1	1.0	0.0,0.006,0.0	0.012,0.007,0.0	-0.004
2185	"ENSMUSG00000028468.16"	"Rgp1"	chr4	+	43579374	43579509	43579374	43579424	43579886	43580023	2185	89,90,61	3,3,0	59,115,63	5,10,6	209	124	0.000838027167949	0.02560270358497699	0.946,0.947,1.0	0.875,0.872,0.862	0.095
2186	"ENSMUSG00000000916.16"	"Nsun5"	chr5	+	135403780	135403959	135403780	135403919	135404128	135404339	2186	33,56,30	17,26,5	30,41,23	17,7,14	164	124	0.888659833789	1.0	0.595,0.62,0.819	0.572,0.816,0.554	0.031
2187	"ENSMUSG00000038170.16"	"Pde4dip"	chr3	-	97663685	97664412	97664199	97664412	97662754	97662913	2187	29,36,17	317,378,247	16,19,24	222,318,166	638	124	0.821451024467	1.0	0.017,0.018,0.013	0.014,0.011,0.027	-0.001
2192	"ENSMUSG00000040813.17"	"Tex264"	chr9	-	106562127	106562194	106562145	106562194	106550715	106550937	2192	37,45,56	1,0,0	43,61,24	2,2,0	142	124	0.383143895198	1.0	0.97,1.0,1.0	0.949,0.964,1.0	0.019
2193	"ENSMUSG00000040813.17"	"Tex264"	chr9	-	106562127	106562194	106562145	106562194	106559066	106559362	2193	199,199,163	0,1,6	99,165,90	2,0,4	142	124	0.59171452025	1.0	1.0,0.994,0.96	0.977,1.0,0.952	0.008
2194	"ENSMUSG00000025733.18"	"Rhot2"	chr17	-	26059195	26059309	26059228	26059309	26058958	26059081	2194	9,9,4	69,62,77	5,1,4	70,80,70	157	124	0.0165846598668	0.18296821118803872	0.093,0.103,0.039	0.053,0.01,0.043	0.043
2196	"ENSMUSG00000036678.9"	"Aaas"	chr15	-	102247620	102247853	102247759	102247853	102247251	102247333	2196	89,75,85	0,0,0	55,84,63	0,0,1	263	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.967	0.011
2197	"ENSMUSG00000038538.18"	"Ubn2"	chr6	+	38440488	38440984	38440488	38440978	38447086	38447157	2197	19,14,18	57,75,68	7,12,9	22,50,58	130	124	0.475949588004	1.0	0.241,0.151,0.202	0.233,0.186,0.129	0.015
2198	"ENSMUSG00000053841.16"	"Txlna"	chr4	-	129525072	129525503	129525383	129525503	129524104	129524197	2198	437,463,286	0,0,0	186,359,197	1,0,0	435	124	1	1.0	1.0,1.0,1.0	0.981,1.0,1.0	0.006
2200	"ENSMUSG00000002107.19"	"Celf2"	chr2	-	6565469	6565601	6565481	6565601	6558595	6558775	2200	126,177,103	556,688,527	68,116,134	461,759,465	136	124	0.145412504441	0.6288873133683369	0.171,0.19,0.151	0.119,0.122,0.208	0.021
2201	"ENSMUSG00000002107.19"	"Celf2"	chr2	-	6565469	6565601	6565481	6565601	6558595	6558793	2201	41,57,29	374,435,300	24,30,31	291,451,178	136	124	0.265755559259	0.8838286590725732	0.091,0.107,0.081	0.07,0.057,0.137	0.005
2205	"ENSMUSG00000022788.17"	"Fgd4"	chr16	-	16321849	16322080	16321960	16322080	16301953	16302461	2205	7,5,3	2,1,1	4,5,0	0,2,4	235	124	0.370796861999	1.0	0.649,0.725,0.613	1.0,0.569,0.0	0.139
2206	"ENSMUSG00000022788.17"	"Fgd4"	chr16	-	16321849	16322080	16321960	16322080	16308286	16308470	2206	9,11,1	85,104,64	7,7,1	80,102,30	235	124	0.568106524795	1.0	0.053,0.053,0.008	0.044,0.035,0.017	0.006
2207	"ENSMUSG00000021830.15"	"Txndc16"	chr14	-	45456673	45456847	45456803	45456847	45456452	45456506	2207	171,173,139	2,1,2	120,128,123	0,4,0	254	124	0.849787873308	1.0	0.977,0.988,0.971	1.0,0.94,1.0	-0.001
2208	"ENSMUSG00000026942.14"	"Traf2"	chr2	-	25428856	25429096	25428877	25429096	25427082	25427161	2208	4,6,5	21,22,16	3,10,2	13,29,9	145	124	0.754900317647	1.0	0.14,0.189,0.211	0.165,0.228,0.16	-0.004
2212	"ENSMUSG00000034032.16"	"Rpap1"	chr2	-	119617667	119617778	119617701	119617778	119614214	119614451	2212	1,0,5	13,9,6	0,0,1	3,18,3	158	124	0.0172662563455	0.18474894289685	0.057,0.0,0.395	0.0,0.0,0.207	0.082
2215	"ENSMUSG00000029389.18"	"Ddx55"	chr5	+	124692733	124694911	124692733	124692820	124695024	124695087	2215	530,684,517	3,1,0	306,465,444	0,5,2	2215	124	0.134713393558	0.5962879786073707	0.908,0.975,1.0	1.0,0.839,0.926	0.039
2216	"ENSMUSG00000028080.17"	"Lrba"	chr3	+	86439391	86439552	86439391	86439516	86447209	86447356	2216	0,2,0	18,26,17	0,0,0	19,32,17	160	124	1	1.0	0.0,0.056,0.0	0.0,0.0,0.0	0.019
2217	"ENSMUSG00000036402.14"	"Gng12"	chr6	+	66920808	66920866	66920808	66920861	66992708	66992827	2217	12,8,2	28,50,21	0,9,5	19,60,27	129	124	0.168818051722	0.6824007458444183	0.292,0.133,0.084	0.0,0.126,0.151	0.077
2219	"ENSMUSG00000030057.16"	"Cnbp"	chr6	-	87822637	87822775	87822658	87822775	87822103	87822539	2219	527,582,396	268,276,176	302,545,432	147,282,354	145	124	0.0992733737918	0.514902651498223	0.627,0.643,0.658	0.637,0.623,0.511	0.052
2220	"ENSMUSG00000030057.16"	"Cnbp"	chr6	-	87822637	87822775	87822655	87822775	87822446	87822539	2220	512,555,379	19,25,12	298,532,418	6,21,12	142	124	0.303749471158	0.9474570115809612	0.959,0.951,0.965	0.977,0.957,0.968	-0.009
2221	"ENSMUSG00000030057.16"	"Cnbp"	chr6	-	87822655	87822775	87822658	87822775	87822446	87822539	2221	34,52,29	268,276,176	10,34,26	147,282,354	127	124	0.000961924232961	0.027514842663607215	0.11,0.155,0.139	0.062,0.105,0.067	0.057
2222	"ENSMUSG00000027333.19"	"Smox"	chr2	+	131362014	131363091	131362014	131362188	131363978	131364139	2222	618,713,453	4,10,3	362,624,446	2,4,4	1027	124	0.341442310187	0.9913837528947166	0.949,0.896,0.948	0.956,0.95,0.931	-0.015
2223	"ENSMUSG00000027333.19"	"Smox"	chr2	+	131362331	131363091	131362331	131362566	131363978	131364139	2223	471,562,345	0,0,1	288,495,359	0,0,0	649	124	1	1.0	1.0,1.0,0.985	1.0,1.0,1.0	-0.005
2225	"ENSMUSG00000030822.16"	"Prr14"	chr7	+	127072766	127073158	127072766	127072888	127073550	127073594	2225	183,223,156	1,0,1	111,182,122	1,2,0	394	124	1	1.0	0.983,1.0,0.98	0.972,0.966,1.0	0.008
